mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	293				
35	35	51	51	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	294				
35	35	205/4	205/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	295				
35	35	103/2	103/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	296				
35	35	207/4	207/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	297				
35	35	52	52	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	298				
35	35	209/4	209/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	299				
35	35	51	51	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	300				
35	35	103/2	103/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	301				
35	35	52	52	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	302				
36	36	105/2	105/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	303				
36	36	211/4	211/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	304				
36	36	53	53	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	305				
36	36	105/2	105/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	306				
36	36	53	53	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	307				
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	308				
37	37	54	54	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	309				
37	37	217/4	217/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	310				
37	37	109/2	109/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	311				
37	37	219/4	219/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	312				
37	37	55	55	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	313				
37	37	221/4	221/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	314				
37	37	54	54	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	315				
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	316				
37	37	55	55	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	317				
38	38	111/2	111/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	318				
38	38	223/4	223/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	319				
38	38	56	56	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	320				
38	38	225/4	225/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	321				
38	38	113/2	113/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	322				
38	38	227/4	227/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	323				
38	38	111/2	111/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	324				
39	39	57	57	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	325				
39	39	229/4	229/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	326				
39	39	115/2	115/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	327				
39	39	231/4	231/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	328				
39	39	58	58	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	329				
39	39	233/4	233/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	330				
39	39	57	57	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	331				
40	40	117/2	117/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	332				
40	40	59	59	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	333				
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	334				
40	40	117/2	117/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	335				
40	40	235/4	235/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	336				
40	40	59	59	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	337				
40	40	237/4	237/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	338				
40	40	119/2	119/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	339				
40	40	239/4	239/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	340				
41	41	60	60	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	341				
41	41	60	60	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	342				
42	42	123/2	123/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	343				
42	42	247/4	247/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	344				
42	42	62	62	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	345				
42	42	249/4	249/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	346				
42	42	125/2	125/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	347				
42	42	251/4	251/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	348				
43	43	63	63	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	349				
43	43	253/4	253/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	350				
43	43	127/2	127/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	351				
43	43	255/4	255/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	352				
43	43	64	64	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	353				
43	43	257/4	257/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	354				
44	44	129/2	129/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	355				
44	44	259/4	259/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	356				
44	44	65	65	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	357				
44	44	261/4	261/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	358				
44	44	131/2	131/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	359				
44	44	263/4	263/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	360				
44	44	129/2	129/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	361				
44	44	259/4	259/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	362				
44	44	65	65	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	363				
44	44	261/4	261/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	364				
44	44	131/2	131/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	365				
44	44	263/4	263/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	366				
45	45	66	66	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	367				
45	45	265/4	265/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	368				
45	45	133/2	133/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	369				
45	45	267/4	267/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	370				
45	45	67	67	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	371				
45	45	269/4	269/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	372				
45	45	66	66	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	373				
45	45	265/4	265/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	374				
45	45	133/2	133/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	375				
45	45	267/4	267/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	376				
45	45	67	67	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	377				
45	45	269/4	269/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	378				
46	46	135/2	135/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	379				
46	46	271/4	271/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	380				
46	46	68	68	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	381				
46	46	273/4	273/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	382				
46	46	137/2	137/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	383				
46	46	275/4	275/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	384				
46	46	135/2	135/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	385				
46	46	271/4	271/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	386				
46	46	68	68	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	387				
46	46	273/4	273/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	388				
46	46	137/2	137/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	389				
46	46	275/4	275/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	390				
47	47	69	69	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	391				
47	47	277/4	277/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	392				
47	47	139/2	139/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	393				
47	47	279/4	279/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	394				
47	47	70	70	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	395				
47	47	281/4	281/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	396				
47	47	69	69	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	397				
47	47	277/4	277/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	398				
47	47	139/2	139/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	399				
47	47	279/4	279/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	400				
47	47	70	70	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	401				
47	47	281/4	281/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	402				
48	48	141/2	141/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	403				
48	48	283/4	283/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	404				
48	48	71	71	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	405				
48	48	285/4	285/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	406				
48	48	143/2	143/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	407				
48	48	287/4	287/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	408				
48	48	141/2	141/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	409				
48	48	71	71	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	410				
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	411				
49	49	72	72	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	412				
49	49	289/4	289/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	413				
49	49	145/2	145/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	414				
49	49	291/4	291/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	415				
49	49	73	73	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	416				
49	49	293/4	293/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	417				
49	49	72	72	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	418				
49	49	145/2	145/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	419				
49	49	73	73	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	420				
50	50	147/2	147/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	421				
50	50	295/4	295/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	422				
50	50	74	74	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	423				
50	50	297/4	297/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	424				
50	50	149/2	149/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	425				
50	50	299/4	299/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	426				
50	50	147/2	147/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	427				
50	50	74	74	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	428				
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	429				
51	51	75	75	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	430				
51	51	301/4	301/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	431				
51	51	151/2	151/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	432				
51	51	303/4	303/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	433				
51	51	76	76	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	434				
51	51	305/4	305/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	435				
51	51	75	75	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	436				
51	51	151/2	151/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	437				
51	51	76	76	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	438				
52	52	153/2	153/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	439				
52	52	307/4	307/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	440				
52	52	77	77	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	441				
52	52	309/4	309/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	442				
52	52	155/2	155/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	443				
52	52	311/4	311/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	444				
52	52	153/2	153/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	445				
52	52	77	77	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	446				
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	447				
53	53	78	78	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	448				
53	53	313/4	313/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	449				
53	53	157/2	157/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	450				
53	53	315/4	315/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	451				
53	53	79	79	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	452				
53	53	317/4	317/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	453				
53	53	78	78	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	454				
53	53	157/2	157/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	455				
53	53	79	79	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	456				
54	54	159/2	159/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	457				
54	54	319/4	319/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	458				
54	54	80	80	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	459				
54	54	321/4	321/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	460				
54	54	161/2	161/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	461				
54	54	323/4	323/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	462				
54	54	159/2	159/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	463				
54	54	80	80	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	464				
54	54	161/2	161/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	465				
55	55	81	81	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	466				
55	55	325/4	325/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	467				
55	55	163/2	163/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	468				
55	55	327/4	327/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	469				
55	55	82	82	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	470				
55	55	329/4	329/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	471				
55	55	81	81	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	472				
55	55	163/2	163/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	473				
55	55	82	82	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	474				
56	56	165/2	165/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	475				
56	56	331/4	331/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	476				
56	56	83	83	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	477				
56	56	333/4	333/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	478				
56	56	167/2	167/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	479				
56	56	335/4	335/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	480				
56	56	165/2	165/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	481				
57	57	84	84	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	482				
57	57	169/2	169/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	483				
57	57	85	85	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	484				
57	57	84	84	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	485				
57	57	84	84	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	486				
57	57	169/2	169/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	487				
57	57	85	85	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	488				
58	58	171/2	171/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	489				
58	58	343/4	343/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	490				
58	58	86	86	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	491				
58	58	345/4	345/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	492				
58	58	173/2	173/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	493				
58	58	347/4	347/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	494				
58	58	171/2	171/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	495				
59	59	87	87	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	496				
59	59	175/2	175/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	497				
59	59	88	88	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	498				
59	59	87	87	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	499				
59	59	175/2	175/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	500				
59	59	88	88	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	501				
60	60	177/2	177/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	502				
60	60	355/4	355/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	503				
60	60	89	89	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	504				
60	60	357/4	357/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	505				
60	60	179/2	179/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	506				
60	60	359/4	359/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	507				
60	60	177/2	177/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	508				
60	60	179/2	179/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	509				
61	61	90	90	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	510				
61	61	361/4	361/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	511				
61	61	181/2	181/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	512				
61	61	363/4	363/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	513				
61	61	91	91	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	514				
61	61	365/4	365/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	515				
61	61	90	90	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	516				
61	61	91	91	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	517				
62	62	183/2	183/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	518				
62	62	367/4	367/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	519				
62	62	92	92	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	520				
62	62	369/4	369/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	521				
62	62	185/2	185/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	522				
62	62	371/4	371/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	523				
62	62	183/2	183/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	524				
62	62	185/2	185/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	525				
63	63	93	93	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	526				
63	63	373/4	373/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	527				
63	63	187/2	187/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	528				
63	63	93	93	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	529				
63	63	375/4	375/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	530				
63	63	94	94	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	531				
63	63	377/4	377/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	532				
64	64	189/2	189/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	533				
64	64	379/4	379/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	534				
64	64	95	95	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	535				
64	64	381/4	381/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	536				
64	64	191/2	191/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	537				
64	64	383/4	383/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	538				
64	64	189/2	189/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	539				
65	65	96	96	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	540				
65	65	385/4	385/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	541				
65	65	193/2	193/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	542				
65	65	387/4	387/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	543				
65	65	97	97	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	544				
65	65	389/4	389/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	545				
66	66	195/2	195/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	546				
66	66	391/4	391/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	547				
66	66	98	98	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	548				
66	66	393/4	393/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	549				
66	66	197/2	197/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	550				
66	66	395/4	395/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	551				
67	67	397/4	397/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	552				
67	67	199/2	199/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	553				
67	67	399/4	399/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	554				
67	67	100	100	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	555				
67	67	401/4	401/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	556				
67	67	99	99	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	557				
68	68	201/2	201/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	558				
68	68	403/4	403/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	559				
68	68	101	101	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	560				
68	68	405/4	405/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	561				
68	68	203/2	203/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	562				
68	68	407/4	407/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	563				
68	68	201/2	201/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	564				
68	68	201/2	201/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	565				
68	68	101	101	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	566				
68	68	203/2	203/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	567				
69	69	102	102	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	568				
69	69	409/4	409/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	569				
69	69	205/2	205/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	570				
69	69	411/4	411/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	571				
69	69	103	103	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	572				
69	69	413/4	413/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	573				
69	69	102	102	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	574				
69	69	102	102	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	575				
69	69	205/2	205/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	576				
69	69	103	103	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	577				
70	70	207/2	207/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	578	ornamentTrill			
70	70	415/4	415/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	579				
70	70	831/8	831/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	580				
70	70	104	104	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	581				
70	70	417/4	417/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	582				
70	70	209/2	209/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	583				
70	70	419/4	419/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	584				
70	70	207/2	207/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	585				
70	70	104	104	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	586				
70	70	209/2	209/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	587				
71	71	105	105	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	588				
