mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur
24	23	91/2	91/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	278						
25	23	46	46	0.0	0	3/8	Dynamic	2/4	1	1	0					p					
25	23	46	46	0.5	0	3/8	Chord	2/4	1	1	1/8		1/8	1	279						
26	24	93/2	93/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	280						
26	24	189/4	189/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	281						
26	24	95/2	95/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	282						
26	24	48	48	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	283						
26	24	93/2	93/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	284						
26	24	187/4	187/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	285						
26	24	47	47	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	286						
26	24	189/4	189/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	287						
26	24	95/2	95/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	288						
26	24	191/4	191/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	289						
26	24	48	48	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	290						
26	24	193/4	193/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	291						
27	25	97/2	97/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	292		ornamentTrill				
27	25	197/4	197/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	293						
27	25	99/2	99/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	294						
27	25	201/4	201/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	295						
27	25	97/2	97/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	296						
27	25	195/4	195/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	297						
27	25	49	49	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	298						
27	25	197/4	197/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	299						
27	25	99/2	99/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	300						
27	25	199/4	199/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	301						
27	25	50	50	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	302						
27	25	201/4	201/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	303						
28	26	101/2	101/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	304						12
28	26	203/4	203/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	305						
28	26	51	51	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	306		ornamentTrill				
28	26	205/4	205/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	307						
28	26	103/2	103/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	308						13
28	26	207/4	207/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	309						
28	26	52	52	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	310		ornamentTrill				
28	26	209/4	209/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	311						
28	26	101/2	101/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	312						
28	26	51	51	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	313						
28	26	103/2	103/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	314						
28	26	52	52	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	315						
29	27	105/2	105/2	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	316						
29	27	105/2	105/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	317						
29	27	53	53	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	318						
29	27	53	53	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	319						
29	27	107/2	107/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	320						
29	27	54	54	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	321						
30	28	109/2	109/2	0.0	0	0	Dynamic	2/4	1	1	0					f					
30	28	109/2	109/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	322						
30	28	55	55	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	323						
30	28	56	56	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	324						
30	28	109/2	109/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	325						
30	28	55	55	1.0	1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	326						
30	28	56	56	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	327						
30	28	109/2	109/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	328						
30	28	219/4	219/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	329						
30	28	55	55	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	330						
30	28	221/4	221/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	331						
30	28	111/2	111/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	332						
30	28	223/4	223/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	333						
30	28	56	56	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	334						
30	28	225/4	225/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	335						
31	29	113/2	113/2	0.0	0	0	Dynamic	2/4	1	1	0					p					
31	29	113/2	113/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	336						
31	29	227/4	227/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	337						
31	29	57	57	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	338						
31	29	229/4	229/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	339						
31	29	115/2	115/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	340						
31	29	231/4	231/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	341						
31	29	58	58	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	342						
31	29	233/4	233/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	343						
31	29	113/2	113/2	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	344						
31	29	227/4	227/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	345						
31	29	57	57	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	346						
31	29	229/4	229/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	347						
31	29	115/2	115/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	348						
31	29	231/4	231/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	349						
31	29	58	58	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	350						
31	29	233/4	233/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	351						
31	29	57	57	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	352						
31	29	115/2	115/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	353						
31	29	58	58	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	354						
32	30	117/2	117/2	0.0	0	0	Dynamic	2/4	1	1	0					f					
32	30	117/2	117/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	355						
32	30	59	59	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	356						
32	30	60	60	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	357						
32	30	117/2	117/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	358						
32	30	59	59	1.0	1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	359						
32	30	60	60	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	360						
32	30	117/2	117/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	361						
32	30	235/4	235/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	362						
32	30	59	59	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	363						
32	30	237/4	237/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	364						
32	30	119/2	119/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	365						
32	30	239/4	239/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	366						
32	30	60	60	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	367						
32	30	241/4	241/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	368						
33	31	121/2	121/2	0.0	0	0	Dynamic	2/4	1	1	0					p					
33	31	121/2	121/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	369						
33	31	243/4	243/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	370						
33	31	61	61	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	371						
33	31	245/4	245/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	372						
33	31	123/2	123/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	373						
33	31	247/4	247/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	374						
33	31	62	62	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	375						
33	31	249/4	249/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	376						
33	31	121/2	121/2	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	377						
33	31	243/4	243/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	378						
33	31	61	61	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	379						
33	31	245/4	245/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	380						
33	31	123/2	123/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	381						
33	31	247/4	247/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	382						
33	31	62	62	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	383						
33	31	249/4	249/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	384						
33	31	61	61	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	385						
33	31	123/2	123/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	386						
33	31	62	62	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	387						
34	32	125/2	125/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	388						
34	32	251/4	251/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	389						
34	32	63	63	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	390						
34	32	253/4	253/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	391						
34	32	127/2	127/2	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	392						
34	32	127/2	127/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	393						
34	32	255/4	255/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	394						
34	32	64	64	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	395						
34	32	64	64	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	396						
34	32	257/4	257/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	397						
34	32	125/2	125/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	398						
34	32	63	63	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	399						
34	32	64	64	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	400						
34	32	64	64	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	401						
35	33	129/2	129/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	402						
35	33	259/4	259/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	403						
35	33	65	65	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	404						
35	33	261/4	261/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	405						
35	33	131/2	131/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	406						
35	33	263/4	263/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	407						
35	33	66	66	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	408						
35	33	265/4	265/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	409						
35	33	129/2	129/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	410						
35	33	65	65	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	411						
35	33	131/2	131/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	412						
35	33	66	66	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	413						
35	33	129/2	129/2	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	414						
35	33	65	65	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	415						
35	33	131/2	131/2	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	416						
35	33	66	66	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	417						
36	34	133/2	133/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	418						
36	34	267/4	267/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	419						
36	34	67	67	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	420						
36	34	269/4	269/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	421						
36	34	135/2	135/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	422						
36	34	271/4	271/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	423						
36	34	68	68	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	424						
36	34	273/4	273/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	425						
36	34	133/2	133/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	426						
36	34	67	67	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	427						
36	34	135/2	135/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	428						
36	34	68	68	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	429						
36	34	133/2	133/2	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	430						
36	34	67	67	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	431						
36	34	135/2	135/2	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	432						
36	34	68	68	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	433						
37	35	137/2	137/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	434						
37	35	206/3	206/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	435						
37	35	413/6	413/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	436						
37	35	69	69	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	437						
37	35	137/2	137/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	438						
37	35	277/4	277/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	439						
37	35	139/2	139/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	440						
37	35	279/4	279/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	441						
37	35	70	70	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	442						
37	35	281/4	281/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	443						
37	35	137/2	137/2	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	444						
38	36	141/2	141/2	0.0	0	0	Dynamic	2/4	1	1	0					f					
38	36	141/2	141/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	445						14
38	36	285/4	285/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	446						14
38	36	571/8	571/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	447						
38	36	143/2	143/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	448						
38	36	72	72	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	449						
38	36	141/2	141/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	450						
38	36	283/4	283/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	451						
38	36	71	71	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	452						
38	36	285/4	285/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	453						
38	36	143/2	143/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	454						
38	36	287/4	287/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	455						
38	36	72	72	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	456						
38	36	289/4	289/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	457						
39	37	145/2	145/2	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	458						
39	37	145/2	145/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	459		ornamentTrill				
39	37	147/2	147/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	460						
39	37	297/4	297/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	461						
39	37	145/2	145/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	462						
39	37	291/4	291/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	463						
39	37	73	73	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	464						
39	37	293/4	293/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	465						
39	37	147/2	147/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	466						
39	37	295/4	295/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	467						
39	37	74	74	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	468						
39	37	297/4	297/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	469						
40	38	149/2	149/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	470						15
40	38	75	75	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	471						15
40	38	151/2	151/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	472						15
40	38	76	76	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	473						
40	38	149/2	149/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	474						
40	38	299/4	299/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	475						
40	38	75	75	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	476						
40	38	301/4	301/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	477						
40	38	151/2	151/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	478						
40	38	303/4	303/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	479						
40	38	76	76	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	480						
40	38	305/4	305/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	481						
41	39	153/2	153/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	482						
41	39	77	77	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	483						
41	39	77	77	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	484						
41	39	309/4	309/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	485						
41	39	619/8	619/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	486						
41	39	155/2	155/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	487						
41	39	153/2	153/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	488						
41	39	307/4	307/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	489						
41	39	77	77	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	490						
41	39	309/4	309/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	491						
41	39	155/2	155/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	492						
41	39	311/4	311/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	493						
41	39	78	78	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	494						
41	39	313/4	313/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	495						
42	40	157/2	157/2	0.0	0	0	Dynamic	2/4	1	1	0					p					
42	40	157/2	157/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	496						16
42	40	317/4	317/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	497						16
42	40	635/8	635/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	498						
42	40	159/2	159/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	499						
42	40	80	80	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	500						
42	40	157/2	157/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	501						
42	40	315/4	315/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	502						
42	40	79	79	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	503						
42	40	317/4	317/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	504						
42	40	159/2	159/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	505						
42	40	319/4	319/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	506						
42	40	80	80	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	507						
42	40	321/4	321/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	508						
43	41	161/2	161/2	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	509						
43	41	161/2	161/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	510		ornamentTrill				
43	41	163/2	163/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	511						
43	41	329/4	329/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	512						
43	41	161/2	161/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	513						
43	41	323/4	323/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	514						
43	41	81	81	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	515						
43	41	325/4	325/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	516						
43	41	163/2	163/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	517						
43	41	327/4	327/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	518						
43	41	82	82	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	519						
43	41	329/4	329/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	520						
44	42	165/2	165/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	521						17
44	42	83	83	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	522						
44	42	167/2	167/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	523						18
44	42	84	84	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	524						
44	42	165/2	165/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	525						
44	42	331/4	331/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	526						
44	42	83	83	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	527						
44	42	333/4	333/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	528						
44	42	167/2	167/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	529						
44	42	335/4	335/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	530						
44	42	84	84	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	531						
44	42	337/4	337/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	532						
45	43	169/2	169/2	0.0	0	0	Dynamic	2/4	1	1	0					f					
45	43	169/2	169/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	533						
45	43	339/4	339/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	534						
45	43	85	85	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	535						
45	43	85	85	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	536						
45	43	341/4	341/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	537						
45	43	683/8	683/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	538						
45	43	171/2	171/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	539						
45	43	345/4	345/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	540						
45	43	169/2	169/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	541						
45	43	339/4	339/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	542						
45	43	85	85	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	543						
45	43	341/4	341/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	544						
45	43	171/2	171/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	545						
45	43	343/4	343/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	546						
45	43	86	86	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	547						
45	43	345/4	345/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	548						
46	44	173/2	173/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	549						
46	44	260/3	260/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	550						
46	44	521/6	521/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	551						
46	44	87	87	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	552						
46	44	523/6	523/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	553						
46	44	262/3	262/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	554						
46	44	175/2	175/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	555						
46	44	263/3	263/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	556						
46	44	527/6	527/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	557						
46	44	88	88	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	558						
46	44	529/6	529/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	559						
46	44	265/3	265/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	560						
46	44	173/2	173/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	561						
