mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible
23	21	85/2	85/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	292				
23	21	171/4	171/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	293				
23	21	41	41	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	294				
23	21	42	42	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	295				
24	22	43	43	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	296				
24	22	44	44	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	297				
24	22	177/4	177/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	298				
24	22	89/2	89/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	299				
24	22	179/4	179/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	300				
24	22	43	43	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	301				
24	22	87/2	87/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	302				
25	23	45	45	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	303				
25	23	181/4	181/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	304				
25	23	91/2	91/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	305				
25	23	183/4	183/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	306				
25	23	46	46	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	307				
25	23	185/4	185/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	308				
25	23	93/2	93/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	309				
25	23	187/4	187/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	310				
25	23	46	46	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	311				
25	23	185/4	185/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	312				
25	23	93/2	93/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	313				
25	23	187/4	187/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	314				
26	24	47	47	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	315				
26	24	189/4	189/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	316				
26	24	95/2	95/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	317				
26	24	191/4	191/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	318				
26	24	48	48	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	319				
26	24	193/4	193/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	320				
26	24	97/2	97/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	321				
26	24	195/4	195/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	322				
26	24	47	47	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	323				
26	24	189/4	189/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	324				
26	24	95/2	95/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	325				
26	24	191/4	191/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	326				
26	24	48	48	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	327				
26	24	193/4	193/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	328				
26	24	97/2	97/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	329				
26	24	195/4	195/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	330				
27	25	49	49	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	331				
27	25	197/4	197/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	332				
27	25	99/2	99/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	333				
27	25	199/4	199/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	334				
27	25	50	50	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	335				
27	25	201/4	201/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	336				
27	25	101/2	101/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	337				
27	25	203/4	203/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	338				
27	25	49	49	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	339				
27	25	197/4	197/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	340				
27	25	99/2	99/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	341				
27	25	199/4	199/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	342				
27	25	50	50	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	343				
27	25	101/2	101/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	344				
28	26	51	51	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	345				
28	26	205/4	205/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	346				
28	26	103/2	103/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	347				
28	26	52	52	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	348				
28	26	209/4	209/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	349				
28	26	105/2	105/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	350				
28	26	211/4	211/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	351				
28	26	51	51	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	352				
29	27	53	53	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	353				
29	27	213/4	213/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	354				
29	27	107/2	107/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	355				
29	27	215/4	215/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	356				
29	27	54	54	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	357				
29	27	217/4	217/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	358				
29	27	109/2	109/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	359				
29	27	219/4	219/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	360				
29	27	54	54	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	361				
29	27	217/4	217/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	362				
29	27	109/2	109/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	363				
29	27	219/4	219/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	364				
30	28	55	55	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	365				
30	28	221/4	221/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	366				
30	28	111/2	111/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	367				
30	28	223/4	223/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	368				
30	28	56	56	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	369				
30	28	225/4	225/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	370				
30	28	113/2	113/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	371				
30	28	227/4	227/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	372				
30	28	55	55	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	373				
30	28	221/4	221/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	374				
30	28	111/2	111/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	375				
30	28	223/4	223/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	376				
30	28	56	56	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	377				
30	28	225/4	225/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	378				
30	28	113/2	113/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	379				
30	28	227/4	227/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	380				
31	29	57	57	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	381				
31	29	229/4	229/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	382				
31	29	115/2	115/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	383				
31	29	231/4	231/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	384				
31	29	58	58	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	385				
31	29	233/4	233/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	386				
31	29	117/2	117/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	387				
31	29	235/4	235/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	388				
31	29	57	57	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	389				
31	29	229/4	229/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	390				
31	29	115/2	115/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	391				
31	29	231/4	231/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	392				
31	29	58	58	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	393				
31	29	117/2	117/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	394				
32	30	59	59	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	395				
32	30	237/4	237/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	396				
32	30	119/2	119/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	397				
32	30	60	60	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	398				
32	30	241/4	241/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	399				
32	30	121/2	121/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	400				
32	30	243/4	243/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	401				
32	30	59	59	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	402				
33	31	61	61	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	403				
33	31	62	62	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	404				
33	31	249/4	249/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	405				
33	31	125/2	125/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	406				
33	31	251/4	251/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	407				
33	31	61	61	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	408				
33	31	61	61	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	409				
33	31	245/4	245/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	410				
33	31	123/2	123/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	411				
33	31	247/4	247/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	412				
33	31	62	62	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	413				
33	31	249/4	249/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	414				
33	31	125/2	125/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	415				
33	31	251/4	251/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	416				
34	32	63	63	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	417				
34	32	64	64	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	418				
34	32	257/4	257/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	419				
34	32	129/2	129/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	420				
34	32	259/4	259/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	421				
34	32	63	63	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	422				
34	32	253/4	253/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	423				
34	32	127/2	127/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	424				
34	32	255/4	255/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	425				
34	32	64	64	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	426				
34	32	257/4	257/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	427				
34	32	129/2	129/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	428				
34	32	259/4	259/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	429				
35	33	65	65	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	430				
35	33	261/4	261/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	431				
35	33	131/2	131/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	432				
35	33	263/4	263/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	433				
35	33	66	66	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	434				
35	33	265/4	265/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	435				
35	33	133/2	133/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	436				
35	33	267/4	267/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	437				
35	33	65	65	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	438				
35	33	261/4	261/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	439				
35	33	131/2	131/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	440				
35	33	263/4	263/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	441				
35	33	66	66	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	442				
35	33	265/4	265/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	443				
35	33	133/2	133/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	444				
35	33	267/4	267/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	445				
36	34	67	67	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	446				
36	34	269/4	269/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	447				
36	34	135/2	135/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	448				
36	34	271/4	271/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	449				
36	34	68	68	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	450				
36	34	273/4	273/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	451				
36	34	137/2	137/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	452				
36	34	275/4	275/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	453				
36	34	67	67	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	454				
37	35	69	69	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	455				
37	35	70	70	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	456				
37	35	281/4	281/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	457				
37	35	141/2	141/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	458				
37	35	283/4	283/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	459				
37	35	69	69	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	460				
37	35	69	69	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	461				
37	35	277/4	277/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	462				
37	35	139/2	139/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	463				
37	35	279/4	279/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	464				
37	35	70	70	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	465				
37	35	281/4	281/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	466				
37	35	141/2	141/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	467				
37	35	283/4	283/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	468				
38	36	71	71	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	469				
38	36	72	72	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	470				
38	36	289/4	289/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	471				
38	36	145/2	145/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	472				
38	36	291/4	291/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	473				
38	36	71	71	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	474				
38	36	285/4	285/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	475				
38	36	143/2	143/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	476				
38	36	287/4	287/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	477				
38	36	72	72	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	478				
38	36	289/4	289/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	479				
38	36	145/2	145/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	480				
38	36	291/4	291/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	481				
39	37	73	73	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	482				
39	37	293/4	293/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	483				
39	37	147/2	147/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	484				
39	37	295/4	295/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	485				
39	37	74	74	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	486				
39	37	297/4	297/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	487				
39	37	149/2	149/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	488				
39	37	299/4	299/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	489				
39	37	73	73	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	490				
39	37	293/4	293/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	491				
39	37	147/2	147/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	492				
39	37	295/4	295/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	493				
39	37	74	74	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	494				
39	37	149/2	149/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	495				
40	38	75	75	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	496				
40	38	76	76	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	497				
40	38	305/4	305/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	498				
40	38	153/2	153/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	499				
40	38	307/4	307/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	500				
40	38	75	75	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	501				
40	38	151/2	151/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	502				
41	39	77	77	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	503				
41	39	309/4	309/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	504				
41	39	155/2	155/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	505				
41	39	311/4	311/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	506				
41	39	78	78	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	507				
41	39	313/4	313/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	508				
41	39	157/2	157/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	509				
41	39	315/4	315/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	510				
41	39	77	77	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	511				
41	39	157/2	157/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	512				
41	39	77	77	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	513				
41	39	157/2	157/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	514				
42	40	79	79	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	515				
42	40	317/4	317/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	516				
42	40	159/2	159/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	517				
42	40	80	80	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	518				
42	40	321/4	321/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	519				
42	40	161/2	161/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	520				
42	40	323/4	323/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	521				
42	40	79	79	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	522				
42	40	159/2	159/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	523				
42	40	161/2	161/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	524				
42	40	79	79	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	525				
42	40	159/2	159/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	526				
43	41	81	81	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	527				
43	41	325/4	325/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	528				
43	41	163/2	163/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	529				
43	41	327/4	327/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	530				
43	41	82	82	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	531				
43	41	329/4	329/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	532				
43	41	165/2	165/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	533				
43	41	331/4	331/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	534				
43	41	81	81	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	535				
43	41	163/2	163/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	536				
43	41	82	82	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	537				
43	41	165/2	165/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	538				
44	42	83	83	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	539				
44	42	333/4	333/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	540				
44	42	167/2	167/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	541				
44	42	335/4	335/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	542				
44	42	84	84	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	543				
44	42	337/4	337/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	544				
44	42	169/2	169/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	545				
44	42	339/4	339/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	546				
44	42	83	83	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	547				
45	43	85	85	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	548				
45	43	341/4	341/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	549				
45	43	171/2	171/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	550				
45	43	343/4	343/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	551				
45	43	86	86	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	552				
45	43	345/4	345/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	553				
45	43	173/2	173/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	554				
45	43	347/4	347/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	555				
45	43	85	85	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	556				
45	43	173/2	173/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	557				
45	43	85	85	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	558				
45	43	173/2	173/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	559				
46	44	87	87	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	560				
46	44	349/4	349/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	561				
46	44	175/2	175/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	562				
46	44	88	88	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	563				
46	44	353/4	353/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	564				
46	44	177/2	177/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	565				
46	44	355/4	355/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	566				
46	44	87	87	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	567				
46	44	175/2	175/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	568				
46	44	177/2	177/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	569				
46	44	87	87	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	570				
46	44	175/2	175/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	571				
47	45	89	89	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	572				
47	45	357/4	357/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	573				
47	45	179/2	179/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	574				
47	45	359/4	359/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	575				
47	45	90	90	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	576				
47	45	361/4	361/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	577				
47	45	181/2	181/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	578				
47	45	363/4	363/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	579				
47	45	89	89	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	580				
47	45	179/2	179/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	581				
47	45	90	90	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	582				
47	45	181/2	181/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	583				
48	46	91	91	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	584				
48	46	92	92	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	585				
48	46	369/4	369/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	586				
